Date,Index,Open,High,Low,Close,Adj Close,Volume
2012/4/2,IXIC,3085.939941,3123.030029,3079.780029,3119.699951,3119.699951,1768210000
2012/4/3,IXIC,3119.649902,3128.25,3097.409912,3113.570068,3113.570068,1804950000
2012/4/4,IXIC,3085.459961,3086.350098,3052.580078,3068.090088,3068.090088,1813150000
2012/4/5,IXIC,3061.75,3083.379883,3061.139893,3080.5,3080.5,1548040000
2012/4/9,IXIC,3037.280029,3058.76001,3032.219971,3047.080078,3047.080078,1371140000
2012/4/10,IXIC,3044.669922,3055.199951,2987,2991.219971,2991.219971,1953600000
2012/4/11,IXIC,3020.149902,3030.51001,3008.75,3016.459961,3016.459961,1540890000
2012/4/12,IXIC,3023.110107,3059.26001,3020.439941,3055.550049,3055.550049,1480340000
2012/4/13,IXIC,3045.080078,3045.419922,3010.77002,3011.330078,3011.330078,1483850000
2012/4/16,IXIC,3027.570068,3027.570068,2975.870117,2988.399902,2988.399902,1594320000
2012/4/17,IXIC,3002.02002,3052.76001,2999.48999,3042.820068,3042.820068,1555070000
2012/4/18,IXIC,3031.820068,3045.040039,3023.909912,3031.449951,3031.449951,1599470000
2012/4/19,IXIC,3028.199951,3058.719971,2994.939941,3007.560059,3007.560059,1991120000
2012/4/20,IXIC,3023.72998,3034.689941,2999.01001,3000.449951,3000.449951,1935880000
2012/4/23,IXIC,2969,2973.379883,2946.040039,2970.449951,2970.449951,1767360000
2012/4/24,IXIC,2967.370117,2979.080078,2950.379883,2961.600098,2961.600098,1690840000
2012/4/25,IXIC,3013.649902,3031.409912,3010.570068,3029.629883,3029.629883,1721330000
2012/4/26,IXIC,3029.620117,3056.77002,3027.790039,3050.610107,3050.610107,1763510000
2012/4/27,IXIC,3060.340088,3076.439941,3043.300049,3069.199951,3069.199951,1777750000
2012/4/30,IXIC,3060.060059,3063.659912,3043.25,3046.360107,3046.360107,1633170000
2012/5/1,IXIC,3044.790039,3085.399902,3041.620117,3050.439941,3050.439941,1854230000
2012/5/2,IXIC,3035.070068,3061.469971,3028.939941,3059.850098,3059.850098,1825190000
2012/5/3,IXIC,3061.129883,3061.379883,3016.199951,3024.300049,3024.300049,1869130000
2012/5/4,IXIC,3001.149902,3001.47998,2956.340088,2956.340088,2956.340088,1944010000
2012/5/7,IXIC,2940.409912,2970.199951,2939.209961,2957.76001,2957.76001,1740430000
2012/5/8,IXIC,2939.360107,2952.649902,2900.060059,2946.27002,2946.27002,2175840000
2012/5/9,IXIC,2912.409912,2948.77002,2900.179932,2934.709961,2934.709961,2047090000
2012/5/10,IXIC,2950.209961,2950.209961,2923.139893,2933.639893,2933.639893,2004150000
2012/5/11,IXIC,2919.350098,2960.379883,2918.73999,2933.820068,2933.820068,1735380000
2012/5/14,IXIC,2907.780029,2924.889893,2898.899902,2902.580078,2902.580078,1683460000
2012/5/15,IXIC,2902.300049,2930.679932,2889.389893,2893.76001,2893.76001,1826210000
2012/5/16,IXIC,2904.669922,2913.899902,2872.25,2874.040039,2874.040039,1933900000
2012/5/17,IXIC,2874.709961,2879.219971,2813.689941,2813.689941,2813.689941,2016980000
2012/5/18,IXIC,2814.429932,2827.280029,2774.449951,2778.790039,2778.790039,2692450000
2012/5/21,IXIC,2782.550049,2848.830078,2774.76001,2847.209961,2847.209961,1870420000
2012/5/22,IXIC,2853.870117,2867.340088,2823.219971,2839.080078,2839.080078,1861850000
2012/5/23,IXIC,2832.169922,2855.350098,2795.5,2850.120117,2850.120117,1929640000
2012/5/24,IXIC,2856.550049,2858.23999,2817.620117,2839.379883,2839.379883,1750290000
2012/5/25,IXIC,2839.73999,2846.310059,2829.76001,2837.530029,2837.530029,1282680000
2012/5/29,IXIC,2853.27002,2882.830078,2846.679932,2870.98999,2870.98999,221430000
2012/5/30,IXIC,2847.27002,2847.27002,2825.639893,2837.360107,2837.360107,1671040000
2012/5/31,IXIC,2837.370117,2842.429932,2801.959961,2827.340088,2827.340088,2180130000
2012/6/1,IXIC,2810.129883,2810.129883,2747.23999,2747.47998,2747.47998,1966370000
2012/6/4,IXIC,2747.610107,2769.929932,2726.679932,2760.01001,2760.01001,1755750000
2012/6/5,IXIC,2749.350098,2781.969971,2749.340088,2778.110107,2778.110107,1625600000
2012/6/6,IXIC,2796.22998,2844.719971,2796.22998,2844.719971,2844.719971,1761050000
2012/6/7,IXIC,2872.050049,2873.590088,2827.820068,2831.02002,2831.02002,1655370000
2012/6/8,IXIC,2823.820068,2860.939941,2814.800049,2858.419922,2858.419922,1390260000
2012/6/11,IXIC,2882.48999,2882.959961,2806.899902,2809.72998,2809.72998,1480220000
2012/6/12,IXIC,2815.840088,2843.669922,2802.379883,2843.070068,2843.070068,1594310000
2012/6/13,IXIC,2838.120117,2853.169922,2810.590088,2818.610107,2818.610107,1602080000
2012/6/14,IXIC,2820.629883,2842.310059,2807.550049,2836.330078,2836.330078,1633370000
2012/6/15,IXIC,2839.399902,2874.379883,2837.939941,2872.800049,2872.800049,2020100000
2012/6/18,IXIC,2872.48999,2903.030029,2853.860107,2895.330078,2895.330078,1586190000
2012/6/19,IXIC,2909.870117,2940.22998,2908.449951,2929.76001,2929.76001,1835480000
2012/6/20,IXIC,2932.959961,2942.280029,2910,2930.449951,2930.449951,1563080000
2012/6/21,IXIC,2929.149902,2930.929932,2857.100098,2859.090088,2859.090088,1822200000
2012/6/22,IXIC,2866.169922,2894.350098,2863.929932,2892.419922,2892.419922,3544010000
2012/6/25,IXIC,2863.889893,2863.889893,2829.22998,2836.159912,2836.159912,1514430000
2012/6/26,IXIC,2845.399902,2862.149902,2832.02002,2854.060059,2854.060059,1623160000
2012/6/27,IXIC,2862.129883,2882.399902,2860.129883,2875.320068,2875.320068,1668580000
2012/6/28,IXIC,2853.889893,2855.73999,2818.189941,2849.48999,2849.48999,1795850000
2012/6/29,IXIC,2902.439941,2935.129883,2895.600098,2935.050049,2935.050049,2021190000
2012/7/2,IXIC,2938.409912,2951.22998,2925.709961,2951.22998,2951.22998,1845240000
2012/7/3,IXIC,2950.810059,2976.080078,2948.399902,2976.080078,2976.080078,1009330000
2012/7/5,IXIC,2970.370117,2987.939941,2958.300049,2976.120117,2976.120117,1423990000
2012/7/6,IXIC,2955.199951,2957.5,2921.370117,2937.330078,2937.330078,1437420000
2012/7/9,IXIC,2934.48999,2942.98999,2919.040039,2931.77002,2931.77002,1455500000
2012/7/10,IXIC,2945.350098,2953.469971,2891.419922,2902.330078,2902.330078,1725730000
2012/7/11,IXIC,2898.77002,2905.51001,2866.530029,2887.97998,2887.97998,1635120000
2012/7/12,IXIC,2867.080078,2876.320068,2837.719971,2866.189941,2866.189941,1719460000
2012/7/13,IXIC,2874.060059,2913.280029,2873.389893,2908.469971,2908.469971,1373620000
2012/7/16,IXIC,2903.030029,2910.199951,2888.01001,2896.939941,2896.939941,1414470000
2012/7/17,IXIC,2911.459961,2916.610107,2871.649902,2910.040039,2910.040039,1774160000
2012/7/18,IXIC,2904.23999,2951.300049,2902.949951,2942.600098,2942.600098,1817040000
2012/7/19,IXIC,2961.709961,2976.219971,2952.419922,2965.899902,2965.899902,1735920000
2012/7/20,IXIC,2957.02002,2957.02002,2925.300049,2925.300049,2925.300049,1810420000
2012/7/23,IXIC,2877.51001,2898.050049,2852.879883,2890.149902,2890.149902,1607140000
2012/7/24,IXIC,2894.949951,2896.560059,2847.219971,2862.98999,2862.98999,1748410000
2012/7/25,IXIC,2856.780029,2870.219971,2839.76001,2854.23999,2854.23999,1784150000
2012/7/26,IXIC,2896.679932,2905.570068,2876.01001,2893.25,2893.25,1981520000
2012/7/27,IXIC,2906.5,2961.870117,2900.97998,2958.090088,2958.090088,2102610000
2012/7/30,IXIC,2959.070068,2970.300049,2939.040039,2945.840088,2945.840088,1483990000
2012/7/31,IXIC,2945.080078,2959.620117,2938.409912,2939.52002,2939.52002,1801440000
2012/8/1,IXIC,2956.719971,2958.280029,2917.780029,2920.209961,2920.209961,1722530000
2012/8/2,IXIC,2900.459961,2934.649902,2890.850098,2909.77002,2909.77002,1822620000
2012/8/3,IXIC,2951.280029,2977.409912,2945.810059,2967.899902,2967.899902,1730210000
2012/8/6,IXIC,2978.159912,3000.23999,2974.22998,2989.909912,2989.909912,1528260000
2012/8/7,IXIC,3002.659912,3028.610107,3002.090088,3015.860107,3015.860107,1899240000
2012/8/8,IXIC,3003.77002,3018.899902,3002.409912,3011.25,3011.25,1874580000
2012/8/9,IXIC,3009.860107,3022.689941,3007.300049,3018.639893,3018.639893,1677970000
2012/8/10,IXIC,3008.830078,3020.860107,3003.379883,3020.860107,3020.860107,1556460000
2012/8/13,IXIC,3018.27002,3023.030029,2999.120117,3022.52002,3022.52002,1353380000
2012/8/14,IXIC,3032.669922,3034.159912,3009.929932,3016.97998,3016.97998,1567830000
2012/8/15,IXIC,3013.330078,3032.060059,3013.330078,3030.929932,3030.929932,1536730000
2012/8/16,IXIC,3037.179932,3067.439941,3033.280029,3062.389893,3062.389893,1937430000
2012/8/17,IXIC,3067.110107,3076.719971,3060.149902,3076.590088,3076.590088,1640640000
2012/8/20,IXIC,3072.659912,3076.209961,3059.899902,3076.209961,3076.209961,1451550000
2012/8/21,IXIC,3085.25,3100.540039,3058.73999,3067.26001,3067.26001,1574220000
2012/8/22,IXIC,3059.939941,3080.72998,3053.429932,3073.669922,3073.669922,1459130000
2012/8/23,IXIC,3065.820068,3070.340088,3045.52002,3053.399902,3053.399902,1383860000
2012/8/24,IXIC,3045.219971,3076.800049,3042.219971,3069.790039,3069.790039,1349740000
2012/8/27,IXIC,3083.620117,3085.810059,3068.129883,3073.189941,3073.189941,1383530000
2012/8/28,IXIC,3069.399902,3083.189941,3063.649902,3077.139893,3077.139893,1364740000
2012/8/29,IXIC,3078.050049,3087.23999,3067.620117,3081.189941,3081.189941,1282900000
2012/8/30,IXIC,3066.72998,3067.540039,3045.919922,3048.709961,3048.709961,1216640000
2012/8/31,IXIC,3069.639893,3078.52002,3040.590088,3066.959961,3066.959961,1394760000
2012/9/4,IXIC,3063.25,3082.26001,3040.23999,3075.060059,3075.060059,1505960000
2012/9/5,IXIC,3072.580078,3082.75,3062.540039,3069.27002,3069.27002,1495030000
2012/9/6,IXIC,3087.939941,3135.810059,3087.669922,3135.810059,3135.810059,1918900000
2012/9/7,IXIC,3133.219971,3139.610107,3128.169922,3136.419922,3136.419922,1740640000
2012/9/10,IXIC,3131.340088,3133.889893,3102.76001,3104.02002,3104.02002,1575370000
2012/9/11,IXIC,3105.02002,3117.860107,3099.100098,3104.530029,3104.530029,1586250000
2012/9/12,IXIC,3115.330078,3120.120117,3098.820068,3114.310059,3114.310059,1689140000
2012/9/13,IXIC,3117.659912,3167.629883,3112.620117,3155.830078,3155.830078,1870050000
2012/9/14,IXIC,3166.23999,3195.669922,3164.26001,3183.949951,3183.949951,1984720000
2012/9/17,IXIC,3183.399902,3183.399902,3168.629883,3178.669922,3178.669922,1485390000
2012/9/18,IXIC,3173.620117,3179.370117,3169.409912,3177.800049,3177.800049,1707200000
2012/9/19,IXIC,3179.040039,3189.350098,3170.290039,3182.620117,3182.620117,1850920000
2012/9/20,IXIC,3166.840088,3178.449951,3156.459961,3175.959961,3175.959961,1809130000
2012/9/21,IXIC,3194.860107,3196.929932,3178.090088,3179.959961,3179.959961,2526250000
2012/9/24,IXIC,3155.350098,3167.73999,3150.709961,3160.780029,3160.780029,1704860000
2012/9/25,IXIC,3170.370117,3176.300049,3117.72998,3117.72998,3117.72998,1975470000
2012/9/26,IXIC,3113.399902,3114.540039,3080.280029,3093.699951,3093.699951,1738010000
2012/9/27,IXIC,3105.870117,3142.02002,3098.459961,3136.600098,3136.600098,1691800000
2012/9/28,IXIC,3125.310059,3132.51001,3109.909912,3116.22998,3116.22998,1864640000
2012/10/1,IXIC,3130.310059,3146.98999,3103.889893,3113.530029,3113.530029,1758170000
2012/10/2,IXIC,3127.72998,3131.639893,3101.639893,3120.040039,3120.040039,1609570000
2012/10/3,IXIC,3130.850098,3142.360107,3115.040039,3135.22998,3135.22998,1704050000
2012/10/4,IXIC,3142.379883,3153.47998,3132.560059,3149.459961,3149.459961,1585190000
2012/10/5,IXIC,3161.209961,3171.459961,3130.76001,3136.189941,3136.189941,1607940000
2012/10/8,IXIC,3121.330078,3125.48999,3107.570068,3112.350098,3112.350098,1186260000
2012/10/9,IXIC,3108.01001,3108.01001,3062.52002,3065.02002,3065.02002,1645740000
2012/10/10,IXIC,3066.25,3071.570068,3046.780029,3051.780029,3051.780029,1788970000
2012/10/11,IXIC,3075.889893,3078.080078,3047.139893,3049.409912,3049.409912,1595020000
2012/10/12,IXIC,3049.080078,3061.77002,3039.580078,3044.110107,3044.110107,1524840000
2012/10/15,IXIC,3053.209961,3066.310059,3037.27002,3064.179932,3064.179932,1563440000
2012/10/16,IXIC,3073.209961,3102.969971,3070.25,3101.169922,3101.169922,1736930000
2012/10/17,IXIC,3091.379883,3112.449951,3088.050049,3104.120117,3104.120117,1770920000
2012/10/18,IXIC,3097.77002,3102.560059,3065.23999,3072.870117,3072.870117,2043290000
2012/10/19,IXIC,3066.560059,3066.560059,3000.27002,3005.620117,3005.620117,2225580000
2012/10/22,IXIC,3005.919922,3020.610107,2995.780029,3016.959961,3016.959961,1654130000
2012/10/23,IXIC,2989.439941,3006.590088,2974.070068,2990.459961,2990.459961,1830840000
2012/10/24,IXIC,3011.820068,3012.949951,2978.72998,2981.699951,2981.699951,1967000000
2012/10/25,IXIC,3005.040039,3007.709961,2975.97998,2986.120117,2986.120117,1922660000
2012/10/26,IXIC,2986.050049,2999.139893,2961.159912,2987.949951,2987.949951,1839700000
2012/10/31,IXIC,2986.850098,2989.699951,2964.939941,2977.22998,2977.22998,1806780000
2012/11/1,IXIC,2987.540039,3021.939941,2984.219971,3020.060059,3020.060059,1880140000
2012/11/2,IXIC,3033.850098,3033.850098,2981.689941,2982.129883,2982.129883,1834590000
2012/11/5,IXIC,2983.030029,3004.870117,2975.850098,2999.659912,2999.659912,1496210000
2012/11/6,IXIC,3003.709961,3024.439941,2998.929932,3011.929932,3011.929932,1782430000
2012/11/7,IXIC,2976.459961,2977.810059,2926.790039,2937.290039,2937.290039,2059690000
2012/11/8,IXIC,2942.090088,2949.699951,2895.580078,2895.580078,2895.580078,1876420000
2012/11/9,IXIC,2892.570068,2931.110107,2889.810059,2904.870117,2904.870117,1802580000
2012/11/12,IXIC,2916.379883,2920.01001,2896.550049,2904.25,2904.25,1379240000
2012/11/13,IXIC,2880.77002,2909,2877.060059,2883.889893,2883.889893,1816260000
2012/11/14,IXIC,2896.810059,2900.100098,2842.860107,2846.810059,2846.810059,2106590000
2012/11/15,IXIC,2847.840088,2855.639893,2826.75,2836.939941,2836.939941,2010300000
2012/11/16,IXIC,2838.899902,2859.570068,2810.800049,2853.129883,2853.129883,2187730000
2012/11/19,IXIC,2886,2916.070068,2884.75,2916.070068,2916.070068,1767240000
2012/11/20,IXIC,2910.72998,2919.959961,2893.379883,2916.679932,2916.679932,1588750000
2012/11/21,IXIC,2919.139893,2928.169922,2912.419922,2926.550049,2926.550049,1430060000
2012/11/23,IXIC,2943.620117,2967.189941,2940.679932,2966.850098,2966.850098,792750000
2012/11/26,IXIC,2961.02002,2976.929932,2951.72998,2976.780029,2976.780029,1641710000
2012/11/27,IXIC,2974.560059,2985.320068,2965.129883,2967.790039,2967.790039,1763320000
2012/11/28,IXIC,2952.02002,2992.169922,2935.879883,2991.780029,2991.780029,1725550000
2012/11/29,IXIC,3005.409912,3017.179932,2996.300049,3012.030029,3012.030029,1758440000
2012/11/30,IXIC,3013.25,3014.25,2999.719971,3010.23999,3010.23999,2194240000
2012/12/3,IXIC,3029.209961,3030.280029,2999.570068,3002.199951,3002.199951,1667330000
2012/12/4,IXIC,3000.439941,3002.899902,2980.929932,2996.689941,2996.689941,1781760000
2012/12/5,IXIC,2993.199951,2994.72998,2958.26001,2973.699951,2973.699951,1800820000
2012/12/6,IXIC,2967.98999,2996.530029,2962.02002,2989.27002,2989.27002,1713460000
2012/12/7,IXIC,2999.689941,3003.27002,2968.820068,2978.040039,2978.040039,1613570000
2012/12/10,IXIC,2973.189941,2997.639893,2971.560059,2986.959961,2986.959961,1528430000
2012/12/11,IXIC,3005.429932,3033.139893,3003.820068,3022.300049,3022.300049,1921860000
2012/12/12,IXIC,3033.929932,3035.189941,3008.48999,3013.810059,3013.810059,1756220000
2012/12/13,IXIC,3007.830078,3026.51001,2982.629883,2992.159912,2992.159912,1833990000
2012/12/14,IXIC,2976.949951,2985.330078,2963.800049,2971.330078,2971.330078,1786980000
2012/12/17,IXIC,2975.5,3011.219971,2973.540039,3010.600098,3010.600098,1911420000
2012/12/18,IXIC,3020.820068,3056.649902,3016.399902,3054.530029,3054.530029,2022130000
2012/12/19,IXIC,3059.030029,3061.820068,3044.360107,3044.360107,3044.360107,1933270000
2012/12/20,IXIC,3050.300049,3053.530029,3034.149902,3050.389893,3050.389893,1691190000
2012/12/21,IXIC,2998.600098,3022.189941,2995.129883,3021.01001,3021.01001,2843090000
2012/12/24,IXIC,3013.889893,3016.179932,3008.530029,3012.600098,3012.600098,614230000
2012/12/26,IXIC,3013.129883,3018.649902,2983.350098,2990.159912,2990.159912,1059190000
2012/12/27,IXIC,2989.870117,2993.659912,2951.040039,2985.909912,2985.909912,1342790000
2012/12/28,IXIC,2965.120117,2985.469971,2959.370117,2960.310059,2960.310059,1143530000
2012/12/31,IXIC,2955.449951,3021.409912,2953.52002,3019.51001,3019.51001,1557230000
2013/1/2,IXIC,3091.330078,3112.649902,3083.48999,3112.26001,3112.26001,2111300000
2013/1/3,IXIC,3108.48999,3118.179932,3092.280029,3100.570068,3100.570068,1769420000
2013/1/4,IXIC,3100.879883,3108.439941,3090.810059,3101.659912,3101.659912,1745140000
2013/1/7,IXIC,3089.169922,3102.350098,3083.879883,3098.810059,3098.810059,1702540000
2013/1/8,IXIC,3098.459961,3103.389893,3076.600098,3091.810059,3091.810059,1744380000
2013/1/9,IXIC,3099.649902,3111.219971,3096.340088,3105.810059,3105.810059,1732510000
2013/1/10,IXIC,3125.639893,3127.719971,3098.469971,3121.76001,3121.76001,1754240000
2013/1/11,IXIC,3122.120117,3126.590088,3114.100098,3125.629883,3125.629883,1772600000
2013/1/14,IXIC,3113.649902,3123.47998,3104.080078,3117.5,3117.5,1876050000
2013/1/15,IXIC,3101.060059,3112.290039,3093.320068,3110.780029,3110.780029,1852870000
2013/1/16,IXIC,3110.719971,3124.649902,3106.790039,3117.540039,3117.540039,1692380000
2013/1/17,IXIC,3130.48999,3144.050049,3125.790039,3136,3136,1766510000
2013/1/18,IXIC,3127.909912,3134.72998,3119.199951,3134.709961,3134.709961,1860070000
2013/1/22,IXIC,3135.629883,3143.179932,3121.540039,3143.179932,3143.179932,1790730000
2013/1/23,IXIC,3155.820068,3161.060059,3149.73999,3153.669922,3153.669922,1698190000
2013/1/24,IXIC,3125.669922,3153.560059,3124.449951,3130.379883,3130.379883,2046990000
2013/1/25,IXIC,3140.649902,3156.199951,3135.860107,3149.709961,3149.709961,1920250000
2013/1/28,IXIC,3152.169922,3161.830078,3144.889893,3154.300049,3154.300049,1935590000
2013/1/29,IXIC,3149.620117,3156.939941,3133.110107,3153.659912,3153.659912,2050670000
2013/1/30,IXIC,3157.429932,3164.060059,3135.830078,3142.310059,3142.310059,2014350000
2013/1/31,IXIC,3140.669922,3154.179932,3136.820068,3142.129883,3142.129883,2190840000
2013/2/1,IXIC,3162.939941,3183.139893,3154.909912,3179.100098,3179.100098,2012930000
2013/2/4,IXIC,3161.719971,3169.629883,3130.570068,3131.169922,3131.169922,1874750000
2013/2/5,IXIC,3140.899902,3178.52002,3136.820068,3171.580078,3171.580078,2150080000
2013/2/6,IXIC,3159.379883,3174.820068,3157.350098,3168.47998,3168.47998,2002740000
2013/2/7,IXIC,3167.439941,3170.419922,3135.97998,3165.129883,3165.129883,1955960000
2013/2/8,IXIC,3178.060059,3196.889893,3177.179932,3193.870117,3193.870117,1816480000
2013/2/11,IXIC,3192.530029,3194.01001,3182.189941,3192,3192,1551370000
2013/2/12,IXIC,3190.72998,3196.919922,3184.840088,3186.48999,3186.48999,1786800000
2013/2/13,IXIC,3195.340088,3205.52002,3187.060059,3196.879883,3196.879883,1822450000
2013/2/14,IXIC,3182.73999,3202.330078,3182.389893,3198.659912,3198.659912,1924900000
2013/2/15,IXIC,3202.840088,3206.209961,3184.030029,3192.030029,3192.030029,1858670000
2013/2/19,IXIC,3197.459961,3213.600098,3194.919922,3213.590088,3213.590088,1843840000
2013/2/20,IXIC,3211.98999,3213.25,3163.949951,3164.409912,3164.409912,2001800000
2013/2/21,IXIC,3154.879883,3155.189941,3118.620117,3131.48999,3131.48999,2052630000
2013/2/22,IXIC,3149.090088,3161.820068,3139.550049,3161.820068,3161.820068,1581500000
2013/2/25,IXIC,3180.590088,3186.25,3116.25,3116.25,3116.25,1930990000
2013/2/26,IXIC,3126.22998,3135.570068,3105.360107,3129.649902,3129.649902,1847750000
2013/2/27,IXIC,3129.719971,3177.800049,3127.27002,3162.26001,3162.26001,1727260000
2013/2/28,IXIC,3161.429932,3182.600098,3159.719971,3160.189941,3160.189941,2022530000
2013/3/1,IXIC,3143.540039,3171.5,3129.399902,3169.73999,3169.73999,1870250000
2013/3/4,IXIC,3159.459961,3182.27002,3154.790039,3182.030029,3182.030029,1718290000
2013/3/5,IXIC,3200.379883,3227.310059,3200.27002,3224.129883,3224.129883,1891510000
2013/3/6,IXIC,3233.310059,3233.439941,3217.669922,3222.370117,3222.370117,1764020000
2013/3/7,IXIC,3224.5,3235.100098,3221.469971,3232.090088,3232.090088,1675640000
2013/3/8,IXIC,3245.850098,3248.699951,3227.889893,3244.370117,3244.370117,1611700000
2013/3/11,IXIC,3237.73999,3252.870117,3233.669922,3252.870117,3252.870117,1628500000
2013/3/12,IXIC,3244.850098,3249.780029,3229.919922,3242.320068,3242.320068,1673740000
